indicador,fuente,nombre,unidad,anio,region,region_nombre,est,li,ls,cobertura
enusc_les,ENUSC (INE),Lesiones (%),%,2013,0,Nacional,1.59,1.32,1.87,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2014,0,Nacional,1.59,1.21,1.98,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2015,0,Nacional,2.04,1.53,2.56,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2016,0,Nacional,1.5,1.27,1.73,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2017,0,Nacional,1.91,1.61,2.21,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2018,0,Nacional,1.31,1.06,1.55,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2019,0,Nacional,1.62,1.24,1.99,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2020,0,Nacional,1.15,0.96,1.34,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2021,0,Nacional,0.88,0.69,1.08,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2022,0,Nacional,1.03,0.75,1.3,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2023,0,Nacional,1.4,1.25,1.55,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2024,0,Nacional,1.51,1.25,1.76,nacional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2008,0,Nacional,80.38,79.56,81.2,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2009,0,Nacional,78.44,77.46,79.41,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2010,0,Nacional,60.24,58.77,61.7,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2011,0,Nacional,82.58,81.73,83.42,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2012,0,Nacional,70.63,69.5,71.75,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2013,0,Nacional,71.18,69.96,72.39,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2014,0,Nacional,79.94,78.8,81.08,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2015,0,Nacional,86.78,85.89,87.68,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2016,0,Nacional,84.95,84.21,85.7,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2017,0,Nacional,80.79,79.99,81.58,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,0,Nacional,76.84,75.85,77.84,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,1,Tarapacá,75.92,72.89,78.95,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,2,Antofagasta,80.21,77.34,83.08,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,3,Atacama,79.67,76.53,82.82,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,4,Coquimbo,76.91,73.02,80.81,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,5,Valparaíso,76.82,74.66,78.98,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,6,O'Higgins,78.6,74.11,83.1,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,7,Maule,79.3,76.94,81.66,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,8,Biobío,79.24,76.68,81.79,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,9,La Araucanía,71.32,67.71,74.93,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,10,Los Lagos,79.82,76.03,83.62,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,11,Aysén,71.59,68.16,75.03,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,12,Magallanes,74.62,69.6,79.63,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,13,Metropolitana,76.01,74.08,77.94,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,14,Los Ríos,69.64,65.14,74.14,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,15,Arica y Parinacota,83.76,81.36,86.15,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2018,16,Ñuble,78.07,75.52,80.62,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,0,Nacional,82,81.13,82.87,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,1,Tarapacá,86.5,84.29,88.71,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,2,Antofagasta,85.87,81.87,89.86,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,3,Atacama,85.93,82.59,89.27,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,4,Coquimbo,84.48,81.71,87.26,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,5,Valparaíso,82.18,79.83,84.53,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,6,O'Higgins,82.22,78.88,85.57,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,7,Maule,85,82.83,87.17,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,8,Biobío,81.87,79.18,84.55,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,9,La Araucanía,78.27,73.43,83.11,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,10,Los Lagos,83.48,80.37,86.58,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,11,Aysén,82.17,78.29,86.04,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,12,Magallanes,83.15,79.58,86.72,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,13,Metropolitana,81.15,79.59,82.72,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,14,Los Ríos,76.21,71.64,80.79,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,15,Arica y Parinacota,86.5,81.42,91.58,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2019,16,Ñuble,80.23,77.13,83.32,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,0,Nacional,84.31,83.54,85.09,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,1,Tarapacá,81.92,79.05,84.78,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,2,Antofagasta,82.31,78.05,86.57,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,3,Atacama,79.88,74.7,85.07,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,4,Coquimbo,81.92,79.6,84.25,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,5,Valparaíso,83.06,80.65,85.48,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,6,O'Higgins,80.1,76.78,83.41,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,7,Maule,83.93,81.9,85.95,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,8,Biobío,85.18,82.61,87.76,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,9,La Araucanía,85.53,82.23,88.82,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,10,Los Lagos,76.69,72.12,81.27,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,11,Aysén,77.02,71.57,82.47,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,12,Magallanes,73.14,68.41,77.87,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,13,Metropolitana,86.57,85.29,87.86,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,14,Los Ríos,77.28,72.04,82.51,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,15,Arica y Parinacota,85.44,83.31,87.56,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2020,16,Ñuble,84.12,81.81,86.43,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,0,Nacional,86.9,86.11,87.69,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,1,Tarapacá,92.53,90.63,94.44,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,2,Antofagasta,88.51,85.19,91.83,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,3,Atacama,88.46,83.68,93.24,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,4,Coquimbo,85.49,80.49,90.49,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,5,Valparaíso,85.04,82.61,87.47,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,6,O'Higgins,88.76,86.41,91.11,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,7,Maule,86.85,84.01,89.68,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,8,Biobío,85.4,82.41,88.39,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,9,La Araucanía,85.57,83.11,88.04,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,10,Los Lagos,87.27,83.7,90.85,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,11,Aysén,84.49,80.95,88.03,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,12,Magallanes,80.83,78.43,83.23,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,13,Metropolitana,87.33,86.02,88.63,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,14,Los Ríos,84.89,81.55,88.24,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,15,Arica y Parinacota,92.25,90.2,94.29,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2021,16,Ñuble,85.96,82.61,89.32,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,0,Nacional,90.57,89.81,91.33,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,1,Tarapacá,95.13,93.18,97.08,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,2,Antofagasta,93.45,90.68,96.23,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,3,Atacama,91.93,89.88,93.97,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,4,Coquimbo,94.12,92.08,96.16,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,5,Valparaíso,90.51,88.79,92.24,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,6,O'Higgins,91.78,89.42,94.15,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,7,Maule,92.54,90.59,94.49,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,8,Biobío,92.15,89.97,94.34,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,9,La Araucanía,90.4,87.9,92.89,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,10,Los Lagos,90.24,86.97,93.51,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,11,Aysén,88.62,85.53,91.71,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,12,Magallanes,90.51,88.52,92.49,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,13,Metropolitana,88.98,87.59,90.38,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,14,Los Ríos,89.61,85.79,93.44,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,15,Arica y Parinacota,94.77,92.73,96.8,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2022,16,Ñuble,94.23,92.39,96.08,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,0,Nacional,87.57,87.15,87.99,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,1,Tarapacá,86.1,84.03,88.17,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,2,Antofagasta,93.25,91.7,94.79,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,3,Atacama,91.15,89.04,93.25,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,4,Coquimbo,87.48,85.76,89.19,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,5,Valparaíso,87.83,86.73,88.93,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,6,O'Higgins,89.56,87.41,91.72,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,7,Maule,88.94,87.56,90.32,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,8,Biobío,89.63,88.6,90.65,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,9,La Araucanía,88.59,86.56,90.62,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,10,Los Lagos,88.08,85.95,90.21,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,11,Aysén,86.28,83.96,88.59,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,12,Magallanes,85.55,83.33,87.78,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,13,Metropolitana,86.03,85.3,86.77,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,14,Los Ríos,84.77,82.07,87.46,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,15,Arica y Parinacota,89.78,87.72,91.84,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2023,16,Ñuble,92.21,90.33,94.09,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,0,Nacional,87.54,86.93,88.16,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,1,Tarapacá,88.53,86.48,90.58,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,2,Antofagasta,91.34,89.42,93.26,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,3,Atacama,92.24,90.24,94.25,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,4,Coquimbo,88.38,86.37,90.38,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,5,Valparaíso,88.67,87.33,90,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,6,O'Higgins,85.46,82.54,88.39,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,7,Maule,89.48,87.54,91.42,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,8,Biobío,89.64,87.72,91.55,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,9,La Araucanía,82.81,80.03,85.59,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,10,Los Lagos,85.42,82.6,88.23,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,11,Aysén,87.57,85.3,89.84,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,12,Magallanes,85.84,83.21,88.46,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,13,Metropolitana,86.89,85.78,88.01,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,14,Los Ríos,82.13,78.6,85.67,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,15,Arica y Parinacota,88.62,86.75,90.5,regional
enusc_pad,ENUSC (INE),Percepción: aumentó la delincuencia en el país (%),%,2024,16,Ñuble,92.17,90.07,94.26,regional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2008,0,Nacional,18.58,17.47,19.69,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2009,0,Nacional,16.97,15.72,18.22,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2010,0,Nacional,13.48,12.41,14.55,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2011,0,Nacional,16.27,15.19,17.35,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2012,0,Nacional,12.33,11.31,13.34,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2013,0,Nacional,11.06,10.11,12,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2014,0,Nacional,11.84,10.52,13.17,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2015,0,Nacional,12.91,11.87,13.96,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2016,0,Nacional,13.85,12.64,15.05,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2017,0,Nacional,14.2,13.45,14.96,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2018,0,Nacional,11.61,10.81,12.41,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2019,0,Nacional,10.55,9.33,11.76,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2020,0,Nacional,10.46,9.58,11.33,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2021,0,Nacional,10.03,9.08,10.98,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2022,0,Nacional,13.03,12.04,14.01,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2023,0,Nacional,14.52,13.97,15.07,nacional
enusc_rddv,ENUSC (INE),Robo desde vehículo (hogares con vehículo) (%),%,2024,0,Nacional,16.01,15.11,16.92,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2008,0,Nacional,1.69,1.34,2.05,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2009,0,Nacional,2.21,1.75,2.67,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2010,0,Nacional,2.41,1.65,3.17,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2011,0,Nacional,2.55,2.08,3.03,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2012,0,Nacional,2.04,1.61,2.46,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2013,0,Nacional,1.6,1.22,1.98,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2014,0,Nacional,1.44,1.05,1.83,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2015,0,Nacional,1.86,1.47,2.25,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2016,0,Nacional,1.61,1.31,1.91,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2017,0,Nacional,1.42,1.14,1.7,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2018,0,Nacional,0.98,0.73,1.24,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2019,0,Nacional,1.01,0.48,1.54,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2020,0,Nacional,0.93,0.68,1.17,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2021,0,Nacional,0.75,0.53,0.97,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2022,0,Nacional,1.69,1.1,2.27,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2023,0,Nacional,2.16,1.93,2.4,nacional
enusc_rdv,ENUSC (INE),Robo de vehículo (hogares con vehículo) (%),%,2024,0,Nacional,1.97,1.64,2.29,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2008,0,Nacional,5,4.63,5.37,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2009,0,Nacional,5.11,4.64,5.59,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2010,0,Nacional,4.03,3.66,4.41,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2011,0,Nacional,5.28,4.82,5.75,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2012,0,Nacional,4.32,3.87,4.77,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2013,0,Nacional,4.19,3.7,4.67,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2014,0,Nacional,3.67,3.11,4.23,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2015,0,Nacional,4.91,4.35,5.47,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2016,0,Nacional,5.13,4.74,5.52,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2017,0,Nacional,5.08,4.65,5.51,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2018,0,Nacional,4.78,4.41,5.16,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2019,0,Nacional,3.53,3.17,3.9,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2020,0,Nacional,3.01,2.69,3.33,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2021,0,Nacional,2.51,2.2,2.82,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2022,0,Nacional,3.18,2.8,3.55,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2023,0,Nacional,2.96,2.76,3.16,nacional
enusc_rfv,ENUSC (INE),Robo con fuerza en la vivienda (%),%,2024,0,Nacional,2.96,2.67,3.26,nacional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2008,0,Nacional,9.1,8.49,9.72,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2009,0,Nacional,8.03,7.37,8.69,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2010,0,Nacional,5.49,4.95,6.02,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2011,0,Nacional,6.88,6.31,7.45,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2012,0,Nacional,5,4.45,5.55,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2013,0,Nacional,4.05,3.59,4.51,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2014,0,Nacional,4.82,4.13,5.52,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2015,0,Nacional,5.26,4.66,5.86,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2016,0,Nacional,5.25,4.8,5.71,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2017,0,Nacional,5.18,4.68,5.67,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,0,Nacional,4.43,3.99,4.87,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,1,Tarapacá,5.14,3.26,7.02,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,2,Antofagasta,3.59,2.2,4.99,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,3,Atacama,2.03,1.26,2.8,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,4,Coquimbo,2.64,1.63,3.65,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,5,Valparaíso,4.99,3.87,6.1,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,6,O'Higgins,2.29,1.43,3.15,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,7,Maule,2.29,1.51,3.07,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,8,Biobío,2.91,2.09,3.74,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,9,La Araucanía,3.84,2.03,5.65,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,10,Los Lagos,2.02,1.05,2.99,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,11,Aysén,0.32,-0.07,0.7,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,12,Magallanes,0.21,-0.07,0.5,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,13,Metropolitana,6.03,5.13,6.94,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,14,Los Ríos,2.51,1.25,3.77,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,15,Arica y Parinacota,2.17,1.06,3.27,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2018,16,Ñuble,2.42,1.19,3.65,regional
enusc_rps,ENUSC (INE),Robo por sorpresa (%),%,2019,0,Nacional,4.07,3.54,4.59,regional
